Name,Titel,Position,Organisation,Fachgebiet,Expertise,Email,LinkedIn,Twitter,Website,Standort,Tags,Letzte Aktualisierung
Ted W. Lieu,,,,,Gov,,,,,,Gov; Representative (D-CA 36th District),
Thomas Bauer,,,,,,,,,,,0,
Thomas Bergmann,,,,,Technologie,,,,,,Technologie; Senior DevOps Engineer und Cloud Architect,
Thomas Langkabel,,,,,,,,,,,National Technology Officer,
Thomas Riehm,,,,,Legal,,,,,,Legal; Professor,
Thorsten Hotz,,,,,Legal,,,,,,Legal; 0,
Til Bußmann-Welsch,,,,,Legal/Technology,,,,,,Legal/Technology; 0,
Till Klein,,,,,,,,,,,Head of Trustworthy AI,
Tim Cortinovis,,,,,Sprecher,,,,,,"Sprecher; Keynote Speaker, Autor",
Tina Klüwer,,,,,Akademisch,,,,,,Akademisch; Forscherin,
Tobias Kutscheidt,,,,,,,,,,,0,
Tobias Rietzler,,,,,Robotik,,,,,,"Robotik; CEO, Gründer",
Tobias Starnecker,,,,,Legal,,,,,,Legal; 0,
Tobias Wagenführer,,,,,Technologie,,,,,,Technologie; Geschäftsführer,
Torben Jessen,,,,,KI für kleine Unternehmen,,,,,,KI für kleine Unternehmen; Gründer,
Torsten Holler,,,,,Journalismus,,,,,,Journalismus; Autor,
Uli Köppen,,,,,Keine spezifische Rolle genannt,,,,,,Keine spezifische Rolle genannt; LinkedIn,
Univ.-Prof. Dr. Sepp Hochreiter,,,,,Wissenschaft,,,,,,Wissenschaft; Leiter des Instituts für Machine Learning,
Uwe Falkenberg,,,,,IT-Strategiemanagement,,,,,,IT-Strategiemanagement; Global Account Technology Strategist,
Vali und Jakob Kiefl,,,,,Start-up,,,,,,Start-up; Gründer,
Verena Hafner,,,,,Akademisch,,,,,,Akademisch; Professorin für Adaptive Systeme,
Victoria Riess,,,,,Technologie,,,,,,"Technologie; Keynote Speakerin, Tech-Expertin",
Viktor Foos,,,,,Chat GPT,,,,,,"Chat GPT; Content Creator, Videograf, Cutter",
Vincent Vanhoucke,,,,,Tech,,,,,,Tech; Distinguished Scientist and Senior Director of Robotics,
Volker Kunze,,,,,XR & Digital Learning Innovator,,,,,,XR & Digital Learning Innovator; Tech Innovator & Award-Winner,
Wilfried Bernhardt,,,,,Legal/Technology,,,,,,Legal/Technology; Professor,
Wolfgang Bibel,,,,,Akademisch,,,,,,Akademisch; Wissensrepräsentation und Schlussfolgern,
Wolfgang Wahlster,,,,,Akademisch,,,,,,Akademisch; Mensch-Maschine-Interaktion/Dialogsysteme,
Wolfgang Weber,,,,,Industrie,,,,,,"Industrie; Verantwortlicher digitale Transformation, Supply Chain",
Xavier Amatriain,,,,,Tech,,,,,,Tech; VP of Product,
Yannik Bauer,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Yannik Sturm,,,,,Kreative KI,,,,,,Kreative KI; Teamlead Creative,
Yoav Shoham,,,,,Tech,,,,,,Tech; Co-Founder and Co-CEO,
Yoshua Bengio,,,,,,,,,,,"Deep Learning, Artificial Intelligence",
Zack Kass,,,,,Website,,,,,,"Website; AI Strategy, Consulting",
